Mean pitch
Standard deviation
Minimum pitch
Maximum pitch
Mean intensity
Minimum intensity
Maximum intensity
Number of pulses
Number of periods
Mean period
Standard deviation of period
Fraction of unvoiced
Number of voice breaks
Degree of voice breaks
Degree of voice breaks
Jitter local
Jitter local absolute
Jitter rap
Jitter ppq5
Jitter ddp
Shimmer local
Shimmer local dB
Shimmer apq3
Shimmer apq5
Mean autocorrelation
Mean NHR
Mean HNR
